model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent 
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2230456.4562580558,159.12720606290011,2700442.5360734225,192.65737050957236
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2264978.2077250076,161.5900875255357,2553161.3428591583,182.1499047771481
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2123141.873113019,151.47107373278357,3034567.184779998,216.49478803738353
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2266043.8522522836,161.66611368413024,2482930.6514447127,177.13944439658755
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2390711.2679783045,170.56024721267494,2389479.685353166,170.4723825508816
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2436635.4988263086,173.83661448939395,2202990.3447521254,157.16769433466706
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2278472.8243259285,162.5528324518353,2701325.865131565,192.72038975599702
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2394809.85679969,170.85265237759884,2708120.2015588502,193.20511734155102
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2452576.1725142743,174.9738681934998,2652111.4743121085,189.2092929635826
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2364578.3096203543,168.6958464807121,2853526.921279049,203.5788527206601
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2351033.793484795,167.7295415774811,3078207.1828262345,219.60819154822286
all features,5,400,0.75,0.01,30,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2484325.087234185,177.23892747351127,2828015.8799630515,201.7588213468218
all features,5,400,0.75,0.01,30,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2625872.0146183153,187.33729411870115,3069968.9047419596,219.02044899416322
all features,5,400,0.75,0.01,30,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",3265266.1484391345,232.95351845809418,2923427.6372174066,208.56577169765194
all features,5,400,0.75,0.01,30,"['title_non_letter_ratio', 'image_emotions_happy']",4689185.056332439,334.5400062092734,4518965.717579901,322.39606691937234
all features,5,400,0.75,0.01,30,['image_emotions_happy'],5265905.04166012,375.68487576650847,4982179.7728268765,355.4430955729499
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2259709.1967014046,161.21418106004606,2699122.7795254905,192.56321526544446
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2276365.6419230043,162.40249997280327,2538070.902451611,181.07330917108987
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2103324.2450203397,150.05722690321028,3037581.0844220934,216.70980834322947
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2282456.5306041883,162.83704156430468,2470146.5885563698,176.22739242451397
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2294084.5263872445,163.66661636989096,2472433.177639374,176.39052429430302
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2224765.398352526,158.72118955380924,2663160.1176162763,189.99753508991728
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2264657.271147308,161.56719098308608,2657952.002461374,189.62597311159297
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2241969.987086596,159.94861460800945,2513560.636030853,179.32467596892644
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2269031.2444389304,161.87924287154004,2914008.9176323647,207.89381303732816
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2446247.3012562892,174.52234823757811,2564325.9866691255,182.9464227146236
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_length', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2335864.838035282,166.64734448154536,2830824.3317601914,201.9591844099909
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2414137.862526494,172.23156813336027,2760630.7360324045,196.95137054286417
all features,5,400,0.75,0.01,50,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2450985.818788603,174.86040776511632,2945374.4583374085,210.13152130777752
all features,5,400,0.75,0.01,50,"['title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2624216.22499525,187.21916530439185,3324838.0142158857,237.2035474305996
all features,5,400,0.75,0.01,50,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2666291.713041272,190.22095215286902,2851909.2577315765,203.4634439307073
all features,5,400,0.75,0.01,50,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",3183030.84131373,227.0866141184579,3132767.5481999526,223.5006856067064
all features,5,400,0.75,0.01,50,"['title_non_letter_ratio', 'image_emotions_happy']",4612958.777516162,329.1018033057497,4757733.678681274,339.4304629241876
all features,5,400,0.75,0.01,50,['image_emotions_happy'],5195731.996103395,370.67852800794265,5241322.5836570775,373.931092208346
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2127993.5294884425,151.8172049121806,2966308.7100975453,211.62503129505455
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2200676.9434358054,157.00264960270857,2719120.325178003,193.98989793341198
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2374707.4618806057,169.41848946010637,2284619.338489265,162.9913425259027
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2275568.0227718265,162.34559551870686,2674787.650760519,190.82707688951427
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2296454.070200406,163.8356664697367,2511126.145310606,179.1509923691359
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2320485.092574022,165.5501090173235,2509978.10632527,179.06908795191438
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2365425.308844417,168.75627385183805,2589890.0988347246,184.77024031616284
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2141249.436574903,152.76291961222753,3188779.579546696,227.49674570871258
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2311605.915128402,164.9166428516452,2695826.4805828654,192.3280477778137
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2354973.1178275337,168.0105843544772,2782895.670853372,198.53981530325956
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",2349169.8764826697,167.59656435479238,2676345.8744015293,190.93824506485322
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2485865.7649915633,177.34884387483214,2500313.588167295,178.37959331143043
all features,5,400,0.75,0.01,100,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2591239.914967076,184.86654009786764,2561133.6235434175,182.71867030838095
all features,5,400,0.75,0.01,100,"['title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2740721.278469002,195.53097233360828,2842242.5945406454,202.77379625737655
all features,5,400,0.75,0.01,100,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2674425.4204777787,190.80123433487393,2918411.4621576425,208.20790328011654
all features,5,400,0.75,0.01,100,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",3060765.963422829,218.36388457858575,3360739.9486967353,239.76489513598156
all features,5,400,0.75,0.01,100,"['title_non_letter_ratio', 'image_emotions_happy']",4718099.392152742,336.6028384431598,4393338.435637962,313.4334537624965
all features,5,400,0.75,0.01,100,['image_emotions_happy'],5230150.740757127,373.13406066699724,5127030.664824732,365.7771765968884
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1876317.4182344675,133.86190419144458,2373092.5425996017,169.30327645405004
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1784520.1788407925,127.31282398500602,2575097.423577015,183.71488813596193
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1871544.4201599632,133.52138472243251,2473966.1281635733,176.4998894124895
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",1935158.9655145013,138.0598301329347,2414333.363355281,172.24551572717252
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",1995143.046624005,142.3392677379257,2088614.434848523,149.00778655758535
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",1886919.425083492,134.618281983,2538277.0214488353,181.08801429570806
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2094439.2923884003,149.42334871905885,2009062.8472429297,143.33234652017558
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",1957840.7377840432,139.67801328090894,2231740.2500513336,159.2187956202358
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",1885691.4256372156,134.53067295553637,2522701.092549109,179.97678253832777
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2002217.71257229,142.8439948412145,2268129.57871798,161.81491543462687
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",1968126.641976865,140.4118393959367,2437922.28877824,173.9284178013421
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",1931721.142766436,137.814565928245,2607826.5656520063,186.04987966678362
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",1921927.5572861223,137.11586325218605,2452110.7263692287,174.94066192111282
all features,5,400,0.75,0.05,5,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",1984360.5909348542,141.5700162049054,2608961.5121205095,186.13085002603773
all features,5,400,0.75,0.05,5,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2358387.912122352,168.25420564279662,2192285.755932995,156.40399804906545
all features,5,400,0.75,0.05,5,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",2779584.5833244985,198.3035927551703,3405437.422376219,242.95374201292023
all features,5,400,0.75,0.05,5,"['title_non_letter_ratio', 'image_emotions_happy']",4539598.144485952,323.86804384976483,4340725.709260387,309.6799098955785
all features,5,400,0.75,0.05,5,['title_non_letter_ratio'],4581208.660937398,326.8366582816561,4507673.864366522,321.5904734956245
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1865078.9917036216,133.06012238154682,2557611.8576413863,182.46741735662508
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1829108.9305754153,130.49391432436477,2694178.7260257923,192.21049220832086
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1955930.1304563016,139.54170503552993,2318003.909905634,165.3730942790871
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1864037.6864735286,132.98583265871522,2530910.566721295,180.56247013810147
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1819369.140943315,129.7990495995018,2814082.3070672387,200.76476001055872
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1902878.8385859155,135.7568726395976,2347164.0734637785,167.45346457384252
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2057181.125482905,146.76524347514695,1957434.0046607621,139.6489957650819
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1944291.0117348123,138.71133668738824,2497336.5722231027,178.16720439512818
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1846783.7182551916,131.75488472947916,2571220.499691652,183.43829718783317
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1992740.3443394776,142.16785201695743,2343038.6700917385,167.1591463814235
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1947294.5798480115,138.92561991212102,2336970.051739648,166.7261936195255
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2056440.658753204,146.71241643987833,2055806.2167987418,146.66715351831832
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1932032.75541224,137.83679727446184,2525702.5408699643,180.19091453095191
all features,5,400,0.75,0.05,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2084678.3684486267,148.72697621164193,2351585.7624238166,167.76892063590367
all features,5,400,0.75,0.05,10,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2311243.5293775517,164.8907892054608,2406269.767467753,171.67023550558272
all features,5,400,0.75,0.05,10,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",2865592.733509017,204.43966261616262,3135337.896778699,223.68406169853554
all features,5,400,0.75,0.05,10,"['title_non_letter_ratio', 'image_emotions_happy']",4555052.643622488,324.9706124571001,4182858.951753828,298.41723943108866
all features,5,400,0.75,0.05,10,['title_non_letter_ratio'],4484512.201258164,319.93805354908744,4763666.157565888,339.8537031032492
all features,5,400,0.75,0.05,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1879879.6066181336,134.116040999797,2503496.983808167,178.60670595140306
all features,5,400,0.75,0.05,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1932051.2080099494,137.8381137360811,2302180.463649816,164.24420391859155
all features,5,400,0.75,0.05,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1851279.8566193553,132.0756522270711,2737288.7854488934,195.28608836710546
all features,5,400,0.75,0.05,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",1907718.7259441928,136.10216418331768,2334031.1456347825,166.51652356923765
all features,5,400,0.75,0.05,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",2021710.2869269268,144.23465139822724,2111323.5796428826,150.62792254054318
