model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent 
all features,3,250,0.75,0.1,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",2355877.5461464515,168.07510888310884,2667588.9573388114,190.31350130802932
all features,3,250,0.75,0.1,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",2318226.9944034643,165.38900977152187,2680300.805120926,191.22040124583768
all features,3,250,0.75,0.1,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",2412305.4055306152,172.10083535838658,2475027.1407600543,176.5755851157622
all features,3,250,0.75,0.1,100,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",2355591.5346983555,168.05470400028327,2515333.604160286,179.45116463633963
all features,3,250,0.75,0.1,100,"['title_sentiment', 'title_sentiment_polarity', 'title_non_letter_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",2302170.657371792,164.24350431039278,2757431.514948774,196.72312887009477
all features,3,250,0.75,0.1,100,"['title_sentiment', 'title_sentiment_polarity', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",2410470.1472137887,171.9699027290851,2517063.9212043243,179.57461045212693
all features,3,250,0.75,0.1,100,"['title_sentiment', 'title_sentiment_polarity', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2441173.231616499,174.16034945348034,2654479.2884708443,189.37821966488565
all features,3,250,0.75,0.1,100,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2390193.0095537654,170.52327315972533,2935960.5191309396,209.45990369346887
all features,3,250,0.75,0.1,100,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2475320.5739649315,176.59651948815363,3335221.03801419,237.94430233880374
all features,3,250,0.75,0.1,100,"['image_text', 'image_emotions_angry', 'image_emotions_happy']",3665167.710681307,261.4836509882508,3865543.4124320038,275.7790323183907
all features,3,250,0.75,0.1,100,"['image_text', 'image_emotions_happy']",4697065.947158045,335.1022517240185,4028600.0997703103,287.4119673677242
all features,3,250,0.75,0.1,100,['image_text'],4585893.590919975,327.17089471861334,4642115.533369157,331.18193048497693
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3364908.143274605,240.06226617662298,4008621.519253705,285.9866377273314
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3477255.6805895558,248.077463994458,3510408.0201422563,250.4426476557074
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3377014.2500110264,240.92595079860297,3561011.549046481,254.05284957149001
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3427666.5732072033,244.53963384011138,3754816.798458803,267.8794758536478
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3536754.7883912614,252.32230220286877,3221025.839598126,229.79728704121192
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3459468.894065191,246.808503268272,3349647.6945190993,238.97354168396754
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3463062.6296732416,247.0648907467334,3056794.3821647,218.08054050007453
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3671574.647137082,261.9407403408672,3379751.8698471948,241.12126050508462
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3612407.09175051,257.7195560394115,3406845.8826329145,243.05422563584406
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3479551.9608683363,248.24128726214585,3986322.53981926,284.39576412587576
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3408585.8482073024,243.17835980565542,3769805.6608424927,268.9488245900851
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4358079.891319297,310.9180073696597,4253047.222880096,303.42467342576344
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4436860.963472042,316.53847660909844,3774442.298165304,269.27961568920557
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4404472.196135229,314.22776839524033,4077510.44496698,290.9013726672005
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'image_text', 'image_emotions_angry']",4236165.31772791,302.22026955033743,4605682.1370583875,328.58266675756863
all features,3,400,0.25,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'image_text']",4477593.649168401,319.44446405938646,3858376.7409892054,275.2677412773737
all features,3,400,0.25,0.01,5,"['title_sentiment', 'image_text']",4253967.570075799,303.4903336530452,4541402.211901183,323.99675123005443
all features,3,400,0.25,0.01,5,['title_sentiment'],4763066.200862061,339.81090045907706,4206282.188694793,300.0883208103764
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3482631.9390267157,248.46102180020537,3483108.9171159384,248.49505079479894
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3387378.479548671,241.66536486996608,3793253.9860310885,270.62169583742406
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3278972.3915904867,233.93136143376583,4093912.187117658,292.07152032719125
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3553340.6388110844,253.50558467856052,2956130.6992949746,210.8989026061277
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3396636.411927116,242.3258525065518,3843908.249486788,274.23551730265103
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3411088.821220039,243.35692912999713,3566706.3662048066,254.45913427653363
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3382359.966286187,241.307329638295,3771054.3067434747,269.0379065952628
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3571450.2166037234,254.79757426617883,3694929.918444386,263.606972855537
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3634579.2886952837,259.30138461185413,3303889.456732774,235.7090168317248
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3458282.1820127177,246.72383980273722,3566133.1339680683,254.4182382330348
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3381612.744904602,241.25402070665075,3754589.2193485587,267.86323970258115
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4314277.891784289,307.7930462046846,4283893.423965116,305.6253305076543
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4435379.507112128,316.4327852333283,3829239.4964745417,273.18900609337976
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4316516.344862561,307.9527439128595,4213940.712542306,300.6347020226173
all features,3,400,0.25,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'image_text', 'image_emotions_angry']",4463290.163207865,318.4240120566254,3842256.8724023914,274.1177032915956
all features,3,400,0.25,0.01,10,"['title_sentiment', 'image_text', 'image_emotions_angry']",4369535.954870049,311.73531603318247,4154383.6097763735,296.38572628594534
all features,3,400,0.25,0.01,10,"['title_sentiment', 'image_text']",4095185.8528562486,292.1623873198515,4971249.730066433,354.66331475197154
all features,3,400,0.25,0.01,10,['image_text'],4486018.369195415,320.04550792016187,5047317.830545675,360.0902327560472
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3431938.567074614,244.84441022188363,3566493.55987446,254.4439520582547
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3458621.948135363,246.74807969931072,3268344.3555426802,233.1731266439863
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3302652.614984282,235.62077696888085,3614703.7241553036,257.8834044287862
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",3572515.881479852,254.87360187651922,4340860.287013857,309.6895110612267
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",3528614.3302994105,251.74153840961296,3604115.09036464,257.12798070984115
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",3481449.7042056024,248.37667775328788,3814602.742179727,272.14477776503554
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",3327844.863459948,237.4180647406854,4154845.242578384,296.4186605034257
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",3554378.4680765755,253.57962641603743,3903815.017232761,278.50943914897505
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3539526.823165791,252.52006717045757,3568683.49004571,254.60018800208857
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3376790.574920353,240.90999317156889,4073807.196114642,290.63717219757257
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3408824.370575179,243.19537668033018,3760881.268204242,268.31213264196447
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4401779.16920604,314.03564007554513,4006717.939860828,285.8508308751252
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4307378.889166696,307.30085143079515,4219992.39313628,301.06644639592815
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_ratio', 'image_text', 'image_emotions_angry']",4192290.9406675445,299.0901447636473,4402352.167256117,314.0765194114912
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_ratio', 'image_text']",4326238.676702788,308.6463631484249,4138366.725876068,295.2430355251648
all features,3,400,0.25,0.01,20,"['title_sentiment', 'title_capitals_ratio', 'image_text']",4299571.3645832185,306.7438400756753,3789887.8362621665,270.3815449900874
all features,3,400,0.25,0.01,20,"['title_capitals_ratio', 'image_text']",4132135.5704941563,294.7984869020857,4771371.408299486,340.4034179465098
all features,3,400,0.25,0.01,20,['image_text'],4572382.361807858,326.2069646077813,4809185.431084816,343.101179554429
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3385328.6678924784,241.51912538571617,3780561.7484775344,269.7161949499635
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3497101.3086991264,249.4933084261118,3422985.4489953155,244.2056689178278
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3395562.1618909473,242.24921240609663,3627028.9882949633,258.7627243729297
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3476552.9546847413,248.0273294986478,3502138.8385832626,249.85270035849942
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3343646.3069824344,238.54538536263215,3944416.9153002873,281.40609583205384
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",3454466.267459651,246.4516014365945,3728013.4771279627,265.9672494909157
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",3494319.7095325952,249.29486110717178,3533571.3864195105,252.09518911123294
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3551693.4218154014,253.3880674602499,3849244.828975302,274.6162442975929
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3609230.0794256213,257.4928988036387,3696292.8675616547,263.7042095823192
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3427754.4324429245,244.54590197176123,3940980.2177659576,281.16091190336215
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3526588.9836160913,251.59704432719272,3755487.0279000737,267.92729195788576
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4227214.984763229,301.58172694440293,4175570.5227760063,297.8972618558373
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4319615.57271204,308.173851779483,3902803.2731991797,278.43725840728746
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4244453.787767144,302.8115929434387,4597585.769606123,328.0050485178927
all features,3,400,0.25,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'image_text', 'image_emotions_angry']",4349002.329815607,310.270387912264,4199455.558415089,299.601289288113
all features,3,400,0.25,0.01,30,"['title_sentiment', 'image_text', 'image_emotions_angry']",4192665.365731909,299.1168573292323,4534203.965515879,323.4832075414376
all features,3,400,0.25,0.01,30,"['title_sentiment', 'image_text']",4439964.421595976,316.75988627572036,3975629.6524292217,283.6329026540241
all features,3,400,0.25,0.01,30,['image_text'],4533688.4437414035,323.4464287290081,4762127.3102526935,339.74391729110346
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3469914.399181589,247.55371577418066,3540464.208538938,252.58694295053144
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3294125.852187254,235.0124530821512,4009163.0869287774,286.02527472954074
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3434715.857485112,245.0425501417228,3420122.458394922,244.00141489890413
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3480605.572676305,248.3164549717896,3638591.936373952,259.58765848742325
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3433654.681803228,244.96684280346642,3464691.4059982374,247.18109235433295
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3319487.685272989,236.82183950986803,3873276.15074505,276.33070820496454
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3441048.826596388,245.49436245033462,3264243.07599755,232.88052951505856
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3616466.206549059,258.00914501352906,3585258.492125778,255.7826965258877
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3569336.0954970843,254.64674675998194,3602795.691189102,257.033850961692
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3472889.6534809037,247.765979009649,3830797.6714024246,273.3001707933835
all features,3,400,0.25,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3398450.8460607044,242.45529947847228,4060063.30981191,289.6566436507526
